document_id;word_id;word;sentence;synonims
1;182;consumidor;Si los derechos del consumidor no se han respetado conviene saber que se puede reclamar por vía amistosa a través de los Servicios de Consumo de las comunidades autónomas, de las Oficinas Municipales de Información al Consumidor, las Asociaciones de Consumidores y Usuarios y el Centro Europeo del Consumidor, si se reside en España pero se quiere reclamar contra una empresa de otro estado miembro de la UE, Noruega e Islandia.;comprador, cliente, usuario
2;183;provisionales;El Ministerio de Sanidad, Consumo y Bienestar Social ha remitido hoy los informes provisionales de cinco de las 66 técnicas sometidas a evaluación dentro del Plan de Protección de la Salud frente a las Pseudoterapias;temporales
2;184;consejos;Los informes provisionales han sido enviados esta mañana a sociedades científicas, consejos estatales de las profesiones, asociaciones de pacientes de ámbito estatal, así como a aquellas entidades interesadas en cada una de las técnicas analizadas;asambleas, juntas, comisiones
2;185;proporcionar;Uno de los objetivos del Plan de Protección de la Salud frente a las Pseudoterapias, presentado por el Ministerio de Sanidad, Consumo y Bienestar Social y el Ministerio de Ciencia, Innovación y Universidades en noviembre de 2018, es proporcionar a la ciudadanía información veraz con el objetivo de que pueda diferenciar las técnicas cuya eficacia para el tratamiento o curación de enfermedades ha sido contrastada científicamente de aquellas que, en cambio, no lo han hecho.;dar, proporcionar
2;186;ciudadanía;Uno de los objetivos del Plan de Protección de la Salud frente a las Pseudoterapias, presentado por el Ministerio de Sanidad, Consumo y Bienestar Social y el Ministerio de Ciencia, Innovación y Universidades en noviembre de 2018, es proporcionar a la ciudadanía información veraz con el objetivo de que pueda diferenciar las técnicas cuya eficacia para el tratamiento o curación de enfermedades ha sido contrastada científicamente de aquellas que, en cambio, no lo han hecho.;sociedad, población
2;187;veraz;Uno de los objetivos del Plan de Protección de la Salud frente a las Pseudoterapias, presentado por el Ministerio de Sanidad, Consumo y Bienestar Social y el Ministerio de Ciencia, Innovación y Universidades en noviembre de 2018, es proporcionar a la ciudadanía información veraz con el objetivo de que pueda diferenciar las técnicas cuya eficacia para el tratamiento o curación de enfermedades ha sido contrastada científicamente de aquellas que, en cambio, no lo han hecho.;real, cierta, verdadera
2;188;eficacia;Uno de los objetivos del Plan de Protección de la Salud frente a las Pseudoterapias, presentado por el Ministerio de Sanidad, Consumo y Bienestar Social y el Ministerio de Ciencia, Innovación y Universidades en noviembre de 2018, es proporcionar a la ciudadanía información veraz con el objetivo de que pueda diferenciar las técnicas cuya eficacia para el tratamiento o curación de enfermedades ha sido contrastada científicamente de aquellas que, en cambio, no lo han hecho.;utilidad, efectividad
2;189;contrastada;Uno de los objetivos del Plan de Protección de la Salud frente a las Pseudoterapias, presentado por el Ministerio de Sanidad, Consumo y Bienestar Social y el Ministerio de Ciencia, Innovación y Universidades en noviembre de 2018, es proporcionar a la ciudadanía información veraz con el objetivo de que pueda diferenciar las técnicas cuya eficacia para el tratamiento o curación de enfermedades ha sido contrastada científicamente de aquellas que, en cambio, no lo han hecho.;comprobada, comparada, verificada
2;190;soporte;Dentro de este Plan, se considera pseudoterapia a la sustancia, producto, actividad o servicio con pretendida finalidad sanitaria que no tenga soporte en el conocimiento científico ni evidencia científica que avale su eficacia y su seguridad.;base, fundamento
2;191;evidencia;Dentro de este Plan, se considera pseudoterapia a la sustancia, producto, actividad o servicio con pretendida finalidad sanitaria que no tenga soporte en el conocimiento científico ni evidencia científica que avale su eficacia y su seguridad.;certeza, demostración
2;192;avale;Dentro de este Plan, se considera pseudoterapia a la sustancia, producto, actividad o servicio con pretendida finalidad sanitaria que no tenga soporte en el conocimiento científico ni evidencia científica que avale su eficacia y su seguridad.;garantice, acredite
2;193;implican;Las pseudoterapias implican un riesgo real que influye directamente en la protección y el restablecimiento de la salud, ya que inciden en la información objetiva que tanto profesionales como la ciudadanía reciben sobre las alternativas terapéuticas disponibles, su eficacia/efectividad y su seguridad;suponen
2;194;inciden;Las pseudoterapias implican un riesgo real que influye directamente en la protección y el restablecimiento de la salud, ya que inciden en la información objetiva que tanto profesionales como la ciudadanía reciben sobre las alternativas terapéuticas disponibles, su eficacia/efectividad y su seguridad;afectan, influyen
2;195;objetiva;Las pseudoterapias implican un riesgo real que influye directamente en la protección y el restablecimiento de la salud, ya que inciden en la información objetiva que tanto profesionales como la ciudadanía reciben sobre las alternativas terapéuticas disponibles, su eficacia/efectividad y su seguridad;imparcial, neutral
2;196;terapéuticas;Las pseudoterapias implican un riesgo real que influye directamente en la protección y el restablecimiento de la salud, ya que inciden en la información objetiva que tanto profesionales como la ciudadanía reciben sobre las alternativas terapéuticas disponibles, su eficacia/efectividad y su seguridad;curativas, rehabilitadoras
2;197;efectividad;Las pseudoterapias implican un riesgo real que influye directamente en la protección y el restablecimiento de la salud, ya que inciden en la información objetiva que tanto profesionales como la ciudadanía reciben sobre las alternativas terapéuticas disponibles, su eficacia/efectividad y su seguridad;validez
2;198;metodología;La conclusión del trabajo fue que de las 138 técnicas analizadas, 72 no tenían ningún soporte en el conocimiento científico con metodología lo suficientemente sólida (ensayos clínicos o revisiones sistemáticas) que sirviera para evaluar su seguridad, efectividad y eficacia, por lo que se clasificaron como pseudoterapias;procedimiento, método
2;199;progresivo;Para las 66 técnicas restantes en las que sí se localizaron publicaciones científicas con la búsqueda realizada, se planificó un procedimiento de evaluación progresivo, para analizarlas en detalle;continuo, gradual
2;200;análisis;El punto de partida de este proceso fue un análisis exploratorio inicial de 138 técnicas o procedimientos, basado en una revisión de las publicaciones científicas (revisiones sistemáticas y ensayos clínicos);estudio, investigación
2;201;publicaciones;El punto de partida de este proceso fue un análisis exploratorio inicial de 138 técnicas o procedimientos, basado en una revisión de las publicaciones científicas (revisiones sistemáticas y ensayos clínicos);libros, folletos, revistas, periódicos
2;202;sistemáticas;El punto de partida de este proceso fue un análisis exploratorio inicial de 138 técnicas o procedimientos, basado en una revisión de las publicaciones científicas (revisiones sistemáticas y ensayos clínicos);ordenadas, cuidadosas
2;203;ensayos;El punto de partida de este proceso fue un análisis exploratorio inicial de 138 técnicas o procedimientos, basado en una revisión de las publicaciones científicas (revisiones sistemáticas y ensayos clínicos);pruebas
2;204;clínicos;El punto de partida de este proceso fue un análisis exploratorio inicial de 138 técnicas o procedimientos, basado en una revisión de las publicaciones científicas (revisiones sistemáticas y ensayos clínicos);médicos
2;207;acciones;Desde entonces, ambos Ministerios han ido desarrollando distintas acciones para satisfacer los objetivos del Plan.;labores, trabajos, tareas
2;208;tramitación;También se ha iniciado la tramitación del proyecto de Real Decreto que modifique las normas necesarias para evitar la publicidad engañosa de las pseudoterapias, garantizar que todas las actividades sanitarias se realizan por profesionales que dispongan de la titulación oficialmente reconocida y eliminar las pseudoterapias de los centros sanitarios.;desarrollo
3;191;evidencia;Además, han apostado por una comunicación entre médico y paciente que sea efectiva desde la evidencia y la empatía y por educar para la salud desde la infancia.;seguridad
3;191;evidencia;María Rosa Arroyo ha abogado porque pacientes y profesionales sanitarios sigan “trabajando juntos para mejorar la calidad de la información basada en la evidencia científica, la comunicación y la corresponsabilidad en la toma de decisiones” y ha reivindicado su participación “en los órganos de decisión que afectan a los aspectos asistencial y sociosanitario, con atención a la perspectiva del paciente y a la calidad percibida”;prueba
3;209;Paciente;El Observatorio de Atención al Paciente visibiliza las barreras con las que se encuentran las personas con enfermedades crónicas;enfermo, convaleciente
3;210;barreras;El Observatorio de Atención al Paciente visibiliza las barreras con las que se encuentran las personas con enfermedades crónicas;obstáculos, dificultades, inconvenientes
3;211;crónicas;El Observatorio de Atención al Paciente visibiliza las barreras con las que se encuentran las personas con enfermedades crónicas;permanente, incurable
3;212;demandas;La Plataforma de Organizaciones de Pacientes (POP) ha presentado el informe 2019 del Observatorio de Atención al Paciente (OAP), un espacio de conocimiento e información que recoge la situación, las demandas y los intereses de las personas con enfermedades crónicas en España con el objetivo de concretar propuestas de mejora conjunta con todos los agentes sanitarios y sociales.;peticiones, solicitudes
3;213;concretar;La Plataforma de Organizaciones de Pacientes (POP) ha presentado el informe 2019 del Observatorio de Atención al Paciente (OAP), un espacio de conocimiento e información que recoge la situación, las demandas y los intereses de las personas con enfermedades crónicas en España con el objetivo de concretar propuestas de mejora conjunta con todos los agentes sanitarios y sociales.;precisar, aclarar
3;214;propuestas;La Plataforma de Organizaciones de Pacientes (POP) ha presentado el informe 2019 del Observatorio de Atención al Paciente (OAP), un espacio de conocimiento e información que recoge la situación, las demandas y los intereses de las personas con enfermedades crónicas en España con el objetivo de concretar propuestas de mejora conjunta con todos los agentes sanitarios y sociales.;planes, proyectos
3;215;inaugurado;El acto de presentación de este informe, que ha tenido lugar en el Círculo de Bellas Artes, ha sido inaugurado por el secretario general de Sanidad y Consumo, Faustino Blanco, y por la presidenta de la POP, Carina Escobar.;iniciado
3;216;intervención;Durante su intervención, Faustino Blanco ha asegurado que participar en actos así “contribuye a desarrollar mejoras dentro de las administraciones y a generar un cambio efectivo en la gestión de la cronicidad” al tiempo que ha manifestado la necesidad de que el desarrollo del marco estratégico de su abordaje tenga en cuenta “la efectividad, la eficiencia, la accesibilidad, la seguridad y la atención centrada en el paciente”;participación
3;217;contribuye;Durante su intervención, Faustino Blanco ha asegurado que participar en actos así “contribuye a desarrollar mejoras dentro de las administraciones y a generar un cambio efectivo en la gestión de la cronicidad” al tiempo que ha manifestado la necesidad de que el desarrollo del marco estratégico de su abordaje tenga en cuenta “la efectividad, la eficiencia, la accesibilidad, la seguridad y la atención centrada en el paciente”;ayuda
3;218;generar;Durante su intervención, Faustino Blanco ha asegurado que participar en actos así “contribuye a desarrollar mejoras dentro de las administraciones y a generar un cambio efectivo en la gestión de la cronicidad” al tiempo que ha manifestado la necesidad de que el desarrollo del marco estratégico de su abordaje tenga en cuenta “la efectividad, la eficiencia, la accesibilidad, la seguridad y la atención centrada en el paciente”;crear, producir, promover
3;219;efectivo;Durante su intervención, Faustino Blanco ha asegurado que participar en actos así “contribuye a desarrollar mejoras dentro de las administraciones y a generar un cambio efectivo en la gestión de la cronicidad” al tiempo que ha manifestado la necesidad de que el desarrollo del marco estratégico de su abordaje tenga en cuenta “la efectividad, la eficiencia, la accesibilidad, la seguridad y la atención centrada en el paciente”;real, auténtico
3;220;manifestado;Durante su intervención, Faustino Blanco ha asegurado que participar en actos así “contribuye a desarrollar mejoras dentro de las administraciones y a generar un cambio efectivo en la gestión de la cronicidad” al tiempo que ha manifestado la necesidad de que el desarrollo del marco estratégico de su abordaje tenga en cuenta “la efectividad, la eficiencia, la accesibilidad, la seguridad y la atención centrada en el paciente”;expresado, hablado
3;221;alianzas;Asesor de Pacientes que, en cuanto se desbloquee este Gobierno en funciones, esperamos que forme parte de la estructura de este Ministerio para poder trabajar todavía más juntos y coordinados y formar alianzas para conseguir un servicio público de calidad y confianza para todos los ciudadanos”, ha explicado.;pactos, acuerdos
3;222;vital;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”;fundamental, básico, esencial
3;223;involucremos;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”;impliquemos
3;224;formulación;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”;planteamiento
3;225;políticas;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”;actividades, estrategias
3;226;tendiendo;Por ello, desde la POP, con el apoyo de sus entidades miembro, continuarán “tendiendo la mano para trabajar conjuntamente con la Administración, sociedades científicas y todos los agentes de salud, como socios clave en el avance y transformación del sistema sanitario”;dando, ofreciendo
3;227;clave;Por ello, desde la POP, con el apoyo de sus entidades miembro, continuarán “tendiendo la mano para trabajar conjuntamente con la Administración, sociedades científicas y todos los agentes de salud, como socios clave en el avance y transformación del sistema sanitario”;principales, fundamentales, necesarios
3;228;avance;Por ello, desde la POP, con el apoyo de sus entidades miembro, continuarán “tendiendo la mano para trabajar conjuntamente con la Administración, sociedades científicas y todos los agentes de salud, como socios clave en el avance y transformación del sistema sanitario”;progreso, desarrollo
3;229;transformación;Por ello, desde la POP, con el apoyo de sus entidades miembro, continuarán “tendiendo la mano para trabajar conjuntamente con la Administración, sociedades científicas y todos los agentes de salud, como socios clave en el avance y transformación del sistema sanitario”;cambio
3;230;focalizada;“Solo juntos podremos alcanzar una atención que esté realmente focalizada en el paciente”, ha señalado Escobar.;centrada, centrada
3;231;vulnerabilidad;Durante la presentación del informe, la directora de la POP, María Gálvez, ha indicado que el Observatorio “pretende visibilizar y concienciar sobre la situación de especial vulnerabilidad que viven los pacientes con enfermedades crónicas y sus familias”;fragilidad
3;231;vulnerabilidad;En su intervención, Gálvez ha destacado datos “que muestran la vulnerabilidad de estas personas en el ejercicio de sus derechos, el impacto de la enfermedad en el ámbito económico, social, laboral y educativo, y las dificultades que tienen, en algunos casos, para acceder a la atención sanitaria y social que necesitan”;debilidad, indefensión
3;233;paliar;“Con este proyecto queremos mostrar la situación de muchas personas con distintas patologías, generar una evidencia que sirva de palanca para mejorar su acceso a la atención sanitaria y social en igualdad de condiciones y conseguir que las políticas sanitarias, sociales y educativas estén orientadas a paliar el impacto que tiene la enfermedad en su día a día”, ha manifestado.;rebajar, suavizar
3;234;impacto;“Con este proyecto queremos mostrar la situación de muchas personas con distintas patologías, generar una evidencia que sirva de palanca para mejorar su acceso a la atención sanitaria y social en igualdad de condiciones y conseguir que las políticas sanitarias, sociales y educativas estén orientadas a paliar el impacto que tiene la enfermedad en su día a día”, ha manifestado.;efecto
3;234;impacto;En la edición de 2019 se han fijado como prioridades los derechos de los pacientes, la calidad de la atención y el impacto de la enfermedad, especialmente en los colectivos de infancia y juventud, mujer, mayores y personas con dolor crónico;efecto
3;234;impacto;En su intervención, Gálvez ha destacado datos “que muestran la vulnerabilidad de estas personas en el ejercicio de sus derechos, el impacto de la enfermedad en el ámbito económico, social, laboral y educativo, y las dificultades que tienen, en algunos casos, para acceder a la atención sanitaria y social que necesitan”;efecto
3;234;impacto;“El nuevo modelo asistencial debe responder a las necesidades de los pacientes y los profesionales sanitarios debemos ser conscientes del impacto de las enfermedades crónicas en nuestros pacientes”, ha destacado.;efecto
3;235;prioridades;En la edición de 2019 se han fijado como prioridades los derechos de los pacientes, la calidad de la atención y el impacto de la enfermedad, especialmente en los colectivos de infancia y juventud, mujer, mayores y personas con dolor crónico;prioritarios
3;237;crónico;En la edición de 2019 se han fijado como prioridades los derechos de los pacientes, la calidad de la atención y el impacto de la enfermedad, especialmente en los colectivos de infancia y juventud, mujer, mayores y personas con dolor crónico;permanente
3;240;acceder;En su intervención, Gálvez ha destacado datos “que muestran la vulnerabilidad de estas personas en el ejercicio de sus derechos, el impacto de la enfermedad en el ámbito económico, social, laboral y educativo, y las dificultades que tienen, en algunos casos, para acceder a la atención sanitaria y social que necesitan”;conseguir, lograr, obtener
3;242;declara;Entre estos datos destaca que el 70% de las personas con dolor crónico declara tener un menor rendimiento en su trabajo debido al dolor y que solo el 42% de estas personas tienen reconocido algún grado de discapacidad.;dice
3;243;destaca;Entre estos datos destaca que el 70% de las personas con dolor crónico declara tener un menor rendimiento en su trabajo debido al dolor y que solo el 42% de estas personas tienen reconocido algún grado de discapacidad.;llama la atención
3;244;abarcan;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de seleccionar las áreas de trabajo de forma conjunta;engloban, agrupan
3;245;amplio;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de seleccionar las áreas de trabajo de forma conjunta;gran
3;246;seleccionar;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de seleccionar las áreas de trabajo de forma conjunta;elegir, escoger
3;247;áreas;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de seleccionar las áreas de trabajo de forma conjunta;campos
3;248;conjunta;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de seleccionar las áreas de trabajo de forma conjunta;común, coordinada
3;249;diálogo;Tras la presentación del informe, ha tenido lugar un diálogo sobre “La sanidad del futuro” que ha contado con la participación de la vicesecretaria de la Organización Médica Colegial (OMC), María Rosa Arroyo, y la paciente Ruth Serrano;coloquio, conversación, debate
3;250;efectiva;Ambas han coincidido en la necesidad de apostar por una atención sanitaria más personalizada, multidisciplinar y corresponsable, que cuente con la participación efectiva de pacientes y organizaciones de pacientes, y en la que las intervenciones vayan encaminadas a liberar recursos económicos y de tiempo;real
3;251;apostar;Ambas han coincidido en la necesidad de apostar por una atención sanitaria más personalizada, multidisciplinar y corresponsable, que cuente con la participación efectiva de pacientes y organizaciones de pacientes, y en la que las intervenciones vayan encaminadas a liberar recursos económicos y de tiempo;trabajar
3;252;corresponsable;Ambas han coincidido en la necesidad de apostar por una atención sanitaria más personalizada, multidisciplinar y corresponsable, que cuente con la participación efectiva de pacientes y organizaciones de pacientes, y en la que las intervenciones vayan encaminadas a liberar recursos económicos y de tiempo;responsable
3;253;intervenciones;Ambas han coincidido en la necesidad de apostar por una atención sanitaria más personalizada, multidisciplinar y corresponsable, que cuente con la participación efectiva de pacientes y organizaciones de pacientes, y en la que las intervenciones vayan encaminadas a liberar recursos económicos y de tiempo;participaciones
3;256;abogado;María Rosa Arroyo ha abogado porque pacientes y profesionales sanitarios sigan “trabajando juntos para mejorar la calidad de la información basada en la evidencia científica, la comunicación y la corresponsabilidad en la toma de decisiones” y ha reivindicado su participación “en los órganos de decisión que afectan a los aspectos asistencial y sociosanitario, con atención a la perspectiva del paciente y a la calidad percibida”;defendido
3;257;corresponsabilidad;María Rosa Arroyo ha abogado porque pacientes y profesionales sanitarios sigan “trabajando juntos para mejorar la calidad de la información basada en la evidencia científica, la comunicación y la corresponsabilidad en la toma de decisiones” y ha reivindicado su participación “en los órganos de decisión que afectan a los aspectos asistencial y sociosanitario, con atención a la perspectiva del paciente y a la calidad percibida”;responsabilidad, compromiso
3;258;reivindicado;María Rosa Arroyo ha abogado porque pacientes y profesionales sanitarios sigan “trabajando juntos para mejorar la calidad de la información basada en la evidencia científica, la comunicación y la corresponsabilidad en la toma de decisiones” y ha reivindicado su participación “en los órganos de decisión que afectan a los aspectos asistencial y sociosanitario, con atención a la perspectiva del paciente y a la calidad percibida”;reclamado, exigido
3;259;percibida;María Rosa Arroyo ha abogado porque pacientes y profesionales sanitarios sigan “trabajando juntos para mejorar la calidad de la información basada en la evidencia científica, la comunicación y la corresponsabilidad en la toma de decisiones” y ha reivindicado su participación “en los órganos de decisión que afectan a los aspectos asistencial y sociosanitario, con atención a la perspectiva del paciente y a la calidad percibida”;obtenida, sentida
3;260;perspectiva;María Rosa Arroyo ha abogado porque pacientes y profesionales sanitarios sigan “trabajando juntos para mejorar la calidad de la información basada en la evidencia científica, la comunicación y la corresponsabilidad en la toma de decisiones” y ha reivindicado su participación “en los órganos de decisión que afectan a los aspectos asistencial y sociosanitario, con atención a la perspectiva del paciente y a la calidad percibida”;posición, punto de vista
3;260;perspectiva;En este sentido, Ruth Serrano ha destacado que “la atención sanitaria en un futuro debería aplicar verdaderamente el concepto ‘asistencia sanitaria centrada en el paciente’, es decir, que se deben tomar las medidas necesarias e impulsar el cambio estructural que necesita el sistema para atender la cronicidad desde la perspectiva de los pacientes”;punto de vista
3;261;ser conscientes;“El nuevo modelo asistencial debe responder a las necesidades de los pacientes y los profesionales sanitarios debemos ser conscientes del impacto de las enfermedades crónicas en nuestros pacientes”, ha destacado.;conocer
3;263;impulsar;En este sentido, Ruth Serrano ha destacado que “la atención sanitaria en un futuro debería aplicar verdaderamente el concepto ‘asistencia sanitaria centrada en el paciente’, es decir, que se deben tomar las medidas necesarias e impulsar el cambio estructural que necesita el sistema para atender la cronicidad desde la perspectiva de los pacientes”;promover
3;265;promover;El objetivo de la POP es promover la participación de los pacientes en las decisiones que afectan a su propia salud y defender sus derechos en todos los ámbitos, políticas y actuaciones que afectan a sus vidas.;fomentar, impulsar, apoyar
4;207;acciones;En la medida de las posibilidades de cada uno, se pueden hacer acciones voluntarias durante todo el año, más necesarias en estas fechas;trabajos, tareas
4;266;salvaescaleras;La compañía líder en salvaescaleras Thyssenkrupp-homesolutions ha realizado una encuesta entre sus clientes mayores de 65 años para saber con quién celebrarán la Navidad y uno de cada cinco mayores de 65 años pasará las Navidades completamente solo.;sube escaleras
4;267;patente;Esta soledad puede ser elegida o impuesta por circunstancias de la vida, pero parece que es en Navidad cuando se hace más patente.;visible, evidente, clara
4;268;asociadas;Las Navidades están asociadas a la familia, al reencuentro con los que vuelven a casa, a la imagen de personas felices en torno a una abundancia de ricos platos;relacionadas
4;269;frecuentes;En cuanto a los motivos por los que la pasarán solos estas fiestas, estas han sido las respuestas más frecuentes:;habituales
4;270;en demasía;Lo sorprendente es que frente a un 60 % de mayores que dicen sentirse tristes por la soledad en estas fechas, el 40 % disfrutan estando solos y no les apetece ver a la familia con la que no se llevan bien, cenar en demasía, trasnochar...;en exceso, de más
4;271;trasnochar;Lo sorprendente es que frente a un 60 % de mayores que dicen sentirse tristes por la soledad en estas fechas, el 40 % disfrutan estando solos y no les apetece ver a la familia con la que no se llevan bien, cenar en demasía, trasnochar...;acostarse tarde
4;272;incrementa;Sin embargo, está comprobado que salir de la rutina es bueno para el cerebro, que activa la memoria, facilita el pensamiento e incrementa las capacidades generales tanto físicas como psíquicas de la persona;aumenta
4;273;rutina;Sin embargo, está comprobado que salir de la rutina es bueno para el cerebro, que activa la memoria, facilita el pensamiento e incrementa las capacidades generales tanto físicas como psíquicas de la persona;costumbre
4;274;redunda;Y todo ello redunda en una mejor salud;repercute
4;277;alternativos;Desde Thyssenkrupp Home Solutions para ese otro 60% que se siente triste, quieren dar una serie de consejos o planes alternativos para que pasen con alegría y en compañía estos días.;diferentes, posibles
4;278;programar;Es posible programar algo ilusionante para estos días, como acudir a un concierto o a una obra de teatro;organizar
4;279;creyente;En el caso de ser creyente, una opción es acudir a la misa del gallo y celebrar el sentido cristiano de la Navidad en la iglesia mediante un acto religioso y social.;religioso, devoto
4;280;acogen;son lugares que acogen a multitud de personas solas en estas fechas;reciben
4;281;multitud;son lugares que acogen a multitud de personas solas en estas fechas;muchas
4;281;multitud;Una opción para no sentirse solo es acudir a un lugar público después de la comida o la cena, quizá un café del barrio o el centro social del pueblo para verse acompañado por multitud de gente.;mucha
4;282;estímulos;Fuera del entorno conocido hay más estímulos con los que mantener el pensamiento ocupado y menos tiempo para los malos recuerdos;alicientes, motivaciones, atractivos
4;283;combate;Está demostrado que viajar combate la depresión, entre otras muchas ventajas.;lucha
4;284;sociable;El ser humano es sociable y estar en compañía es bueno para la salud y la longevidad;abierto, comunicativo
4;285;longevidad;El ser humano es sociable y estar en compañía es bueno para la salud y la longevidad;supervivencia
4;286;Acudir;Acudir a un lugar público;ir
